"year","district","discode","total_salary","avg_salary","n_FTE","avgCPI","adjust97","adjust21"
1998,"Whately","03370000",361702,39061,9.3,166.866666666667,38569.4290972833,65293.8245225729
1998,"Whitman-Hanson","07800000",12796190,45996,278.2,166.866666666667,45417.154214143,76886.2741030763
1998,"Whittier Regional Vocational Technical","08850000",4608747,43479,106,166.866666666667,42931.8298999201,72678.8918977227
1998,"Williamsburg","03400000",696871,35737,19.5,166.866666666667,35287.2606346384,59737.4723371954
1998,"Williamstown","03410000",1598446,42739,37.4,166.866666666667,42201.1425767079,71441.9181861766
1998,"Wilmington","03420000",10080134,47683,211.4,166.866666666667,47082.9238280064,79706.2398481822
1998,"Winchendon","03430000",5098643,34922,146,166.866666666667,34482.5171638034,58375.1296683979
1998,"Winchester","03440000",11038329,49169,224.5,166.866666666667,48550.2229662405,82190.2167878546
1998,"Winthrop","03460000",6698155,38495,174,166.866666666667,38010.5520365561,64347.7067918498
1998,"Woburn","03470000",16745211,48664,344.1,166.866666666667,48051.5782389133,81346.0658090292
1998,"Worcester","03480000",76130390,41488,1835,166.866666666667,40965.8860343588,69350.7639792249
1998,"Worcester Trade","04080000",5648456,44129,128,166.866666666667,43573.6498459848,73765.4228605673
1998,"Wrentham","03500000",2994060,43267,69.2,166.866666666667,42722.4978559728,72324.5156452257
1998,"State Totals","00000000",2916605301,44051,66210,166.866666666667,43496.631452457,73635.039145026
1999,"Abington","00010000",6217048,43690,142.3,170.425,42239.4432917706,71506.7571072319
1999,"Acton","00020000",6689135,50370,132.8,170.425,48697.6598445064,82439.8112952912
1999,"Acton-Boxborough","06000000",6133962,45708,134.2,170.425,44190.4434419833,74809.5869502714
1999,"Acushnet","00030000",2475816,37512,66,170.425,36266.5597793751,61395.3186680358
1999,"Adams-Cheshire","06030000",5768846,40061,144,170.425,38730.9301375972,65567.2281179404
1999,"Agawam","00050000",12231283,43251,282.8,170.425,41815.0185811941,70788.2524981663
1999,"Amesbury","00070000",8369175,40470,206.8,170.425,39126.3508816195,66236.6321842453
1999,"Amherst","00080000",6379963,45965,138.8,170.425,44438.9107554643,75230.2149332551
1999,"Amherst-Pelham","06050000",6734800,43089,156.3,170.425,41658.3971618014,70523.1095672583
1999,"Andover","00090000",19103645,47380,403.2,170.425,45806.9311779375,77546.1238668036
1999,"Arlington","00100000",13650495,44770,304.9,170.425,43283.5860877219,73274.3766466187
1999,"Ashburnham-Westminster","06100000",6282523,37620,167,170.425,36370.9740589702,61572.0806219745
1999,"Ashland","00140000",6751711,43644,154.7,170.425,42194.9705430541,71431.4696083321
1999,"Assabet Valley Regional Vocational Technical","08010000",4704344,51982,90.5,170.425,50256.1396473522,85078.1471263019
1999,"Athol-Royalston","06150000",6810039,40657,167.5,170.425,39307.1422731407,66542.6922341206
1999,"Attleboro","00160000",18736868,39281,477,170.425,37976.8270071879,64290.6140061611
1999,"Auburn","00170000",7462063,45836,162.8,170.425,44314.1936992812,75019.0825993839
1999,"Avon","00180000",1837091,30618,60,170.425,29601.4482652193,50112.0139416165
1999,"Ayer","00190000",4434298,42231,105,170.425,40828.8837183512,69118.834044301
1999,"Barnstable","00200000",20339038,40516,502,170.425,39170.8236303359,66311.9196831451
1999,"Bedford","00230000",8300277,49377,168.1,170.425,47737.6285515623,80814.5833299105
1999,"Belchertown","00240000",5588562,38595,144.8,170.425,37313.6029719818,63167.8482616987
1999,"Bellingham","00250000",7160087,46135,155.2,170.425,44603.2665659381,75508.4513422327
1999,"Belmont","00260000",11556566,50598,228.4,170.425,48918.0899903183,82812.9754202729
1999,"Berkley","00270000",2490108,43917,56.7,170.425,42458.9066386974,71878.2845474549
1999,"Berkshire Hills","06180000",6032294,41891,144,170.425,40500.1720974035,68562.3612263459
1999,"Berlin","00280000",761444,37326,20.4,170.425,36086.735186739,61090.8953029192
1999,"Berlin-Boylston","06200000",1288195,37667,34.2,170.425,36416.4136065718,61649.004805633
1999,"Beverly","00300000",14570963,44074,330.6,170.425,42610.6940636644,72135.2440545695
1999,"Billerica","00310000",20446693,38499,531.1,170.425,37220.7902790084,63010.7265248643
1999,"Blackstone-Millville","06220000",7330357,42793,171.3,170.425,41372.2246917999,70038.6508786856
1999,"Blackstone Valley Regional Vocational Technical","08050000",3415850,37954,90,170.425,36693.884886607,62118.7333313774
1999,"Blue Hills Regional Vocational Technical","08060000",4358634,53810,81,170.425,52023.4480093883,88070.00686519
1999,"Boston","00350000",242129859,52200,4638.5,170.425,50466.9018043127,85434.9444036966
1999,"Bourne","00360000",6751633,43419,155.5,170.425,41977.4407938976,71063.2155376265
1999,"Boxborough","00370000",1387953,43374,32,170.425,41933.9348440663,70989.5647234854
1999,"Boxford","00380000",2816334,43328,65,170.425,41889.4620953499,70914.2772245856
1999,"Boylston","00390000",1051976,43114,24.4,170.425,41682.5671339299,70564.0266862256
1999,"Braintree","00400000",16676194,48295,345.3,170.425,46691.5521578407,79043.6904210063
1999,"Brewster","00410000",2309411,44242,52.2,170.425,42773.1162763679,72410.2070940296
1999,"Bridgewater-Raynham","06250000",16239811,51197,317.2,170.425,49497.2025225172,83793.349590729
1999,"Brimfield","00430000",1006596,40426,24.9,170.425,39083.8117306733,66164.6180548628
1999,"Bristol County Agricultural","09100000",1399029,45130,31,170.425,43631.6336863723,73863.5831597477
1999,"Bristol-Plymouth Regional Vocational Technical","08100000",3273067,44231,74,170.425,42762.4814886314,72392.203561684
1999,"Brockton","00440000",47095363,46833,1005.6,170.425,45278.0921877659,76650.8573037993
1999,"Brookfield","00450000",1096650,39878,27.5,170.425,38554.0059416165,65267.7148070999
1999,"Brookline","00460000",22810722,49096,464.6,170.425,47465.9580648379,80354.6749127182
1999,"Burlington","00480000",14280101,51758,275.9,170.425,50039.5766970808,84711.529740355
1999,"Cambridge","00490000",36069786,53177,678.3,170.425,51411.4643150946,87033.9854129382
1999,"Canton","00500000",9132253,46427,196.7,170.425,44885.571840399,75986.3632917706
1999,"Cape Cod Regional Vocational Technical","08150000",2781096,44215,62.9,170.425,42747.0127064691,72366.016605545
1999,"Carlisle","00510000",2913681,50323,57.9,170.425,48652.2202969048,82362.8871116327
1999,"Carver","00520000",6411092,41712,153.7,170.425,40327.1150969635,68269.3946545401
1999,"Central Berkshire","06350000",7693282,48325,159.2,170.425,46720.5561243949,79092.7909637671
1999,"Chatham","00550000",2928810,46786,62.6,170.425,45232.6526401643,76573.9331201408
1999,"Chelmsford","00560000",17644459,49535,356.2,170.425,47890.3827754144,81073.1795217838
1999,"Chelsea","00570000",14804595,32272,458.8,170.425,31200.533621241,52819.0905324923
1999,"Chesterfield-Goshen","06320000",475706,34723,13.7,170.425,33570.1576887194,56830.6048760452
1999,"Chicopee","00610000",25140535,38618,651,170.425,37335.83934634,63205.4920111486
1999,"Clarksburg","00630000",647936,42349,15.3,170.425,40942.9659867977,69311.9628458266
1999,"Clinton","00640000",6332971,38312,165.3,170.425,37039.9988874872,62704.666474989
1999,"Cohasset","00650000",4368046,48534,90,170.425,46922.6170913892,79434.8580783336
1999,"Concord","00670000",7297995,56442,129.3,170.425,54568.062675077,92377.761150066
1999,"Concord-Carlisle","06400000",3979675,59665,66.7,170.425,57684.0554818835,97652.7961273287
1999,"Conway","00680000",554756,39484,14.1,170.425,38173.0871808713,64622.8610121754
1999,"Danvers","00710000",11812123,46855,252.1,170.425,45299.361763239,76686.8643684905
1999,"Dartmouth","00720000",11757612,37009,317.7,170.425,35780.2599401496,60572.066234414
1999,"Dedham","00730000",10068276,45765,220,170.425,44245.5509784363,74902.8779815168
1999,"Deerfield","00740000",1361114,40874,33.3,170.425,39516.9376312161,66897.8528267566
1999,"Dennis-Yarmouth","06450000",14226280,45336,313.8,170.425,43830.7942567112,74200.7402200381
1999,"Dighton-Rehoboth","06500000",8579152,40411,212.3,170.425,39069.3097473962,66140.0677834825
1999,"Douglas","00770000",3341749,40753,82,170.425,39399.9549661141,66699.813970955
1999,"Dover","00780000",1689567,48136,35.1,170.425,46537.8311351034,78783.4575443744
1999,"Dover-Sherborn","06550000",4425494,55527,79.7,170.425,53683.4416951738,90880.1945958633
1999,"Dracut","00790000",10634331,43583,244,170.425,42135.9958110606,71331.6318380519
1999,"Dudley-Charlton Reg","06580000",10106525,43283,233.5,170.425,41845.9561455185,70840.6264104445
1999,"Duxbury","00820000",9712930,51249,189.5,170.425,49547.4760645445,83878.457198181
1999,"East Bridgewater","00830000",6950783,48269,144,170.425,46666.415386827,79001.1366172803
1999,"East Longmeadow","00870000",7336294,43653,168.1,170.425,42203.6717330204,71446.1997711603
1999,"Eastham","00850000",1079094,45724,23.6,170.425,44205.9122241455,74835.7739064104
1999,"Easthampton","00860000",5278318,40015,131.9,170.425,38686.4573888807,65491.9406190406
1999,"Easton","00880000",10133570,45853,221,170.425,44330.6292803286,75046.9062402816
1999,"Edgartown","00890000",1632053,44960,36.3,170.425,43467.2778758985,73585.3467507701
1999,"Erving","00910000",641267,44286,14.5,170.425,42815.6554273141,72482.2212234121
1999,"Essex","00920000",1183010,42100,28.1,170.425,40702.2330643978,68904.4283409124
1999,"Essex County","09130000",3171003,43438,73,170.425,41995.8099727153,71094.3125480417
1999,"Everett","00930000",15882200,47198,336.5,170.425,45630.973780842,77248.2472407217
1999,"Fairhaven","00940000",6043634,41310,146.3,170.425,39938.4619451372,67611.4473815461
1999,"Fall River","00950000",37688231,42110,895,170.425,40711.9010532492,68920.7951884993
1999,"Falmouth","00960000",15354043,50791,302.3,170.425,49104.6821751504,83128.8555787003
1999,"Farmington River Reg","06620000",637886,36451,17.5,170.425,35240.7861622414,59658.7961390641
1999,"Fitchburg","00970000",17330224,44735,387.4,170.425,43249.748126742,73217.0926800646
1999,"Florida","00980000",384076,30006,12.8,170.425,29009.7673475136,49110.3628692974
1999,"Foxborough","00990000",8884268,45537,195.1,170.425,44025.1208326243,74529.7138565351
1999,"Framingham","01000000",28699932,45508,630.7,170.425,43997.0836649553,74482.2499985331
1999,"Franklin","01010000",15629969,41024,381,170.425,39661.9574639871,67143.3555405604
1999,"Franklin County Regional Vocational Technical","08180000",2404668,43094,55.8,170.425,41663.2311562271,70531.2929910518
1999,"Freetown","01020000",1107434,40417,27.4,170.425,39075.110540707,66149.8878920346
1999,"Freetown-Lakeville","06650000",5479672,44550,123,170.425,43070.890332991,72914.3059997066
1999,"Frontier","06700000",2098345,38502,54.5,170.425,37223.6906756638,63015.6365791404
1999,"Gardner","01030000",7905423,42845,184.5,170.425,41422.4982338272,70123.7584861376
1999,"Gateway","06720000",4738887,37835,125.3,170.425,36578.8358192753,61923.9678450931
1999,"Georgetown","01050000",3842254,38850,98.9,170.425,37560.1366876925,63585.202875165
1999,"Gill-Montague","06740000",4984797,36870,135.2,170.425,35645.8748951152,60344.5670529558
1999,"Gloucester","01070000",12559413,42089,298.4,170.425,40691.5982766613,68886.4248085668
1999,"Grafton","01100000",6264647,42016,149.1,170.425,40621.0219580461,68766.9468211823
1999,"Granby","01110000",2831585,36631,77.3,170.425,35414.8099615667,59953.3993956286
1999,"Granville","01120000",700070,34829,20.1,170.425,33672.6383705442,57004.0934604665
1999,"Greater Fall River Regional Vocational Technical","08210000",4560453,42423,107.5,170.425,41014.5091042981,69433.0775179698
1999,"Greater Lawrence Regional Vocational Technical","08230000",6440219,47009,137,170.425,45448.2487915505,76938.913821329
1999,"Greater Lowell Regional Vocational Technical","08280000",8007749,51005,157,170.425,49311.5771365703,83479.1061170603
1999,"Greater New Bedford Regional Vocational Technical","08250000",8100878,45768,177,170.425,44248.4513750917,74907.7880357929
1999,"Greenfield","01140000",6545014,37706,173.6,170.425,36454.1187630923,61712.8355112219
1999,"Groton-Dunstable","06730000",6458359,41294,156.4,170.425,39922.9931629749,67585.2604254071
1999,"Hadley","01170000",1550894,36578,42.4,170.425,35363.5696206542,59866.6551034179
1999,"Halifax","01180000",1900049,40001,47.5,170.425,38672.9222044888,65469.0270324189
1999,"Hamilton-Wenham","06750000",6758848,34957,193.4,170.425,33796.3886278422,57213.589109579
1999,"Hampden-Wilbraham","06800000",10211049,43568,234.4,170.425,42121.4938277835,71307.0815666716
1999,"Hampshire","06830000",2489857,38305,65,170.425,37033.2312952912,62693.2096816782
1999,"Hancock","01210000",236182,53678,4.4,170.425,51895.8305565498,87853.9644770427
1999,"Hanover","01220000",8284732,46543,178,170.425,44997.7205110752,76176.2187237788
1999,"Harvard","01250000",3339573,40976,81.5,170.425,39615.5511175004,67064.7946721432
1999,"Harwich","01260000",5015074,38834,129.1,170.425,37544.6679055303,63559.015919026
1999,"Hatfield","01270000",1421238,29609,48,170.425,28625.948190113,48460.5990200968
1999,"Haverhill","01280000",24677378,48568,508.1,170.425,46955.4882534839,79490.5053601291
1999,"Hawlemont","06850000",367115,33742,10.9,170.425,32621.7279823969,55225.0171277688
1999,"Hingham","01310000",11896053,51857,229.4,170.425,50135.2897867097,84873.5615314655
1999,"Holbrook","01330000",4114386,47731,86.2,170.425,46146.2775866217,78120.6002171043
1999,"Holland","01350000",831251,44452,18.7,170.425,42976.1440422473,72753.9108933548
1999,"Holliston","01360000",9214221,41264,223.3,170.425,39893.9891964207,67536.1598826463
1999,"Holyoke","01370000",26263156,44140,595,170.425,42674.5027900836,72243.2652486431
1999,"Hopedale","01380000",3552275,45718,77.7,170.425,44200.1114308347,74825.9537978583
1999,"Hopkinton","01390000",8134629,48478,167.8,170.425,46868.4763538213,79343.2037318469
1999,"Hudson","01410000",9375023,45889,204.3,170.425,44365.4340401936,75105.8268915945
1999,"Hull","01420000",4514732,40857,110.5,170.425,39500.5020501687,66870.0291858589
1999,"Ipswich","01440000",5854285,44083,132.8,170.425,42619.3952536306,72149.9742173977
1999,"King Philip","06900000",5327063,46934,113.5,170.425,45375.738875165,76816.1624644272
1999,"Kingston","01450000",2924289,44375,65.9,170.425,42901.7005280915,72627.8861669356
1999,"Lakeville","01460000",1517833,43367,35,170.425,41927.1672518703,70978.1079301746
1999,"Lanesborough","01480000",1011174,48614,20.8,170.425,46999.9610022004,79565.7928590289
1999,"Lawrence","01490000",38849804,44835,866.5,170.425,43346.428015256,73380.7611559337
1999,"Lee","01500000",3078725,42348,72.7,170.425,40941.9991879126,69310.3261610679
1999,"Leicester","01510000",5137616,43083,119.3,170.425,41652.5963684905,70513.2894587062
1999,"Lenox","01520000",3029124,44111,68.7,170.425,42646.4656224145,72195.801390641
1999,"Leominster","01530000",15939258,38408,415,170.425,37132.8115804606,62861.7882118234
1999,"Leverett","01540000",542109,33882,16,170.425,32757.0798263166,55454.1529939856
1999,"Lexington","01550000",24245508,54071,448.4,170.425,52275.7825184099,88497.1815872085
1999,"Lincoln","01570000",2643620,48614,54.4,170.425,46999.9610022004,79565.7928590289
1999,"Lincoln-Sudbury","06950000",5235473,52146,100.4,170.425,50414.6946645152,85346.5634267273
1999,"Littleton","01580000",3972538,41816,95,170.425,40427.662181018,68439.609869444
1999,"Longmeadow","01590000",10538480,45464,231.8,170.425,43954.5445140091,74410.2358691507
1999,"Lowell","01600000",55702271,48849,1140.3,170.425,47227.1587402083,79950.4137773214
1999,"Ludlow","01610000",7824165,34774,225,170.425,33619.4644318615,56914.0757987384
1999,"Lunenburg","01620000",4775870,45847,104.2,170.425,44324.8284870177,75037.0861317295
1999,"Lynn","01630000",47884941,47519,1007.7,170.425,45941.316222972,77773.6230482617
1999,"Lynnfield","01640000",6242747,46588,134,170.425,45041.2264609066,76249.8695379199
1999,"Malden","01650000",20336969,49005,415,170.425,47377.9793662901,80205.7365996773
1999,"Manchester","01660000",3538480,48472,73,170.425,46862.6755605105,79333.3836232947
1999,"Mansfield","01670000",11118025,42146,263.8,170.425,40746.7058131143,68979.7158398122
1999,"Marblehead","01680000",10247286,48177,212.7,170.425,46577.4698893942,78850.5616194807
1999,"Marion","01690000",1670654,43965,38,170.425,42505.3129851841,71956.8454158721
1999,"Marlborough","01700000",14336079,44898,319.3,170.425,43407.3363450198,73483.8722957313
1999,"Marshfield","01710000",14202069,48838,290.8,170.425,47216.5239524718,79932.4102449758
1999,"Marthas Vineyard","07000000",2967278,46802,63.4,170.425,45248.1214223265,76600.1200762799
1999,"Masconomet","07050000",5254916,46586,112.8,170.425,45039.2928631363,76246.5961684025
1999,"Mashpee","01720000",5837173,40284,144.9,170.425,38946.5262889834,65932.2088191286
1999,"Mattapoisett","01730000",1792520,47048,38.1,170.425,45485.953948071,77002.744526918
1999,"Maynard","01740000",4526880,37412,121,170.425,36169.8798908611,61231.6501921666
1999,"Medfield","01750000",7571594,43716,173.2,170.425,42264.5800627842,71549.3109109579
1999,"Medford","01760000",20452211,39636,516,170.425,38320.0406114126,64871.6370954966
1999,"Medway","01770000",8058958,47714,168.9,170.425,46129.8420055743,78092.7765762065
1999,"Melrose","01780000",11261634,46079,244.4,170.425,44549.1258283702,75416.7969957459
1999,"Mendon-Upton","07100000",5060952,40071,126.3,170.425,38740.5981264486,65583.5949655274
1999,"Methuen","01810000",16930394,43748,387,170.425,42295.5176271087,71601.684823236
1999,"Middleborough","01820000",9121864,42526,214.5,170.425,41114.0893894675,69601.656048115
1999,"Middleton","01840000",1875658,32339,58,170.425,31265.3091465454,52928.7484113246
1999,"Milford","01850000",13847470,44156,313.6,170.425,42689.9715722458,72269.4522047822
1999,"Millbury","01860000",5772127,50412,114.5,170.425,48738.2653976823,82508.5520551562
1999,"Millis","01870000",3732679,48102,77.6,170.425,46504.9599730086,78727.8102625788
1999,"Milton","01890000",11622829,45402,256,170.425,43894.6029831304,74308.7614141118
1999,"Minuteman Regional Vocational Technical","08300000",5795794,56822,102,170.425,54935.4462514302,92999.7013583688
1999,"Mohawk Trail","07170000",4835910,36089,134,170.425,34890.8049658207,59066.3162564178
1999,"Monson","01910000",4066407,44009,92.4,170.425,42547.8521361303,72028.8595452545
1999,"Montachusett Regional Vocational Technical","08320000",4525379,47938,94.4,170.425,46346.4049558457,78459.3939621534
1999,"Mount Greylock","07150000",2837223,48850,58.1,170.425,47228.1255390934,79952.0504620801
1999,"Nahant","01960000",806653,44079,18.3,170.425,42615.5280580901,72143.4274783629
1999,"Nantucket","01970000",5622834,40249,139.7,170.425,38912.6883280035,65874.9248525744
1999,"Narragansett","07200000",4079430,39606,103,170.425,38291.0366448584,64822.5365527358
1999,"Nashoba","07250000",10966804,41683,263.1,170.425,40299.0779292944,68221.9307965381
1999,"Nashoba Valley Regional Vocational Technical","08520000",2368087,42900,55.2,170.425,41475.6721725099,70213.7761478656
1999,"Natick","01980000",14876935,48021,309.8,170.425,46426.6492633123,78595.2387971248
1999,"Nauset","06600000",6171869,44116,139.9,170.425,42651.2996168403,72203.9848144345
1999,"Needham","01990000",15399913,51749,297.6,170.425,50030.8755071146,84696.7995775268
1999,"New Bedford","02010000",41647505,42803,973,170.425,41381.8926806513,70055.0177262725
1999,"New Salem-Wendell","07280000",557950,36659,15.2,170.425,35441.8803303506,59999.2265688719
1999,"Newburyport","02040000",8090442,39904,202.8,170.425,38579.1427126302,65310.2686108259
1999,"Newton","02070000",45180069,53075,851.3,170.425,51312.8508288103,86867.0435675517
1999,"Norfolk","02080000",3231990,44858,72.1,170.425,43368.6643896142,73418.4049053836
1999,"Norfolk County Agricultural","09150000",1888147,42430,44.5,170.425,41021.2766964941,69444.5343112806
1999,"North Adams","02090000",7193098,41340,174,170.425,39967.4659116914,67660.5479243069
1999,"North Andover","02110000",11423685,45823,249.3,170.425,44301.6253137744,74997.8056975209
1999,"North Attleborough","02120000",12217181,39742,307.4,170.425,38422.5212932375,65045.1256799179
1999,"North Brookfield","02150000",2592461,41281,62.8,170.425,39910.4247774681,67563.9835235441
1999,"North Middlesex","07350000",13366813,43091,310.2,170.425,41660.3307595717,70526.3829367757
1999,"North Reading","02170000",6732772,48788,138,170.425,47168.1840082147,79850.5760070412
1999,"North Shore","08540000",2180044,44903,48.6,170.425,43412.1703394455,73492.0557195247
1999,"Northampton","02100000",8692273,34951,248.7,170.425,33790.5878345313,57203.7690010268
1999,"Northampton-Smith Vocational Agricultural","04060000",2361994,43459,54.4,170.425,42016.1127493032,71128.6829279742
1999,"Northboro-Southboro","07300000",3770480,47487,79.4,170.425,45910.3786586475,77721.2491359836
1999,"Northborough","02130000",6193688,46153,134.2,170.425,44620.6689458706,75537.9116678891
1999,"Northbridge","02140000",6416006,42350,151.5,170.425,40943.9327856828,69313.5995305853
1999,"Northeast Metropolitan Regional Vocational Technical","08530000",5550515,54417,102,170.425,52610.2949326683,89063.4745137157
1999,"Northern Berkshire Regional Vocational Technical","08510000",2075340,44921,46.2,170.425,43429.572719378,73521.5160451812
1999,"Norton","02180000",7498841,41660,180,170.425,40276.8415549362,68184.2870470882
1999,"Norwell","02190000",6822544,52360,130.3,170.425,50621.5896259352,85696.8139650873
1999,"Norwood","02200000",11628928,45390,256.2,170.425,43883.0013965087,74289.1211970075
1999,"Oak Bluffs","02210000",1653777,40733,40.6,170.425,39380.6189884113,66667.0802757811
1999,"Old Colony Regional Vocational Technical","08550000",2109888,43059,49,170.425,41629.3931952472,70474.0090244976
1999,"Old Rochester","07400000",3622338,47351,76.5,170.425,45778.8940102684,77498.6600088015
1999,"Orange","02230000",2731151,38740,70.5,170.425,37453.7888103271,63405.167551709
1999,"Orleans","02240000",1193972,46458,25.7,170.425,44915.5426058383,76037.10051929
1999,"Oxford","02260000",5471698,46175,118.5,170.425,44641.9385213437,75573.9187325803
1999,"Palmer","02270000",5570157,41108,135.5,170.425,39743.1685703389,67280.8370602904
1999,"Pathfinder Regional Vocational Technical","08600000",3387062,44275,76.5,170.425,42805.0206395775,72464.2176910665
1999,"Peabody","02290000",18399277,42989,428,170.425,41561.7172732874,70359.4410913892
1999,"Pelham","02300000",462861,44082,10.5,170.425,42618.4284547455,72148.337532639
1999,"Pembroke","02310000",5259404,47468,110.8,170.425,45892.0094798298,77690.1521255684
1999,"Pentucket","07450000",9712139,36199,268.3,170.425,34997.1528431862,59246.3515798738
1999,"Petersham","02340000",180254,29073,6.2,170.425,28107.7439876779,47583.3359894382
1999,"Pioneer Valley","07500000",3003601,32683,91.9,170.425,31597.8879630336,53491.7679683145
1999,"Pittsfield","02360000",21853484,42327,516.3,170.425,40921.6964113246,69275.9557811354
1999,"Plainville","02380000",1934023,41862,46.2,170.425,40472.1349297345,68514.8973683439
1999,"Plymouth","02390000",28183658,45969,613.1,170.425,44442.7779510048,75236.7616722899
1999,"Plympton","02400000",783713,44529,17.6,170.425,43050.5875564031,72879.9356197741
1999,"Provincetown","02420000",1873208,33331,56.2,170.425,32224.3736406044,54552.3396919466
1999,"Quabbin","07530000",8345709,43603,191.4,170.425,42155.3317887634,71364.3655332258
1999,"Quaboag Regional","07780000",4345189,39466,110.1,170.425,38155.6848009388,64593.400686519
1999,"Quincy","02430000",27995245,46037,608.1,170.425,44508.5202751944,75348.0562358809
1999,"Ralph C Mahar","07550000",2569793,42830,60,170.425,41407.9962505501,70099.2082147572
1999,"Randolph","02440000",12623447,43969,287.1,170.425,42509.1801807247,71963.3921549068
1999,"Reading","02460000",12536318,46072,272.1,170.425,44542.3582361743,75405.3402024351
1999,"Revere","02480000",17856523,46868,381,170.425,45311.9301487458,76708.1412703535
1999,"Richmond","02490000",811814,42503,19.1,170.425,41091.8530151093,69564.0122986651
1999,"Rochester","02500000",1459233,47844,30.5,170.425,46255.5258606425,78305.5455948364
1999,"Rockland","02510000",7616916,50144,151.9,170.425,48479.1632964647,82069.9205398269
1999,"Rockport","02520000",3821073,42598,89.7,170.425,41183.6989091976,69719.4973507408
1999,"Rowe","02530000",230118,32874,7,170.425,31782.5465500953,53804.3747572246
1999,"Salem","02580000",15765222,42736,368.9,170.425,41317.1171553469,69945.3598474402
1999,"Sandwich","02610000",10758025,44639,241,170.425,43156.9354337685,73059.9709432302
1999,"Saugus","02620000",10847378,37098,292.4,170.425,35866.3050409271,60717.7311779375
1999,"Savoy","02630000",157883,33592,4.7,170.425,32476.7081496259,54979.5144139651
1999,"Scituate","02640000",9115738,48257,188.9,170.425,46654.8138002054,78981.496400176
1999,"Seekonk","02650000",6577250,46450,141.6,170.425,44907.8082147572,76024.0070412205
1999,"Sharon","02660000",9899720,42634,232.2,170.425,41218.5036690626,69778.4180020537
1999,"Shawsheen Valley Regional Vocational Technical","08710000",6142429,53412,115,170.425,51638.6620531025,87418.6063312308
1999,"Sherborn","02690000",1580135,49456,32,170.425,47814.0056634883,80943.8814258471
1999,"Shirley","02700000",1972904,38760,50.9,170.425,37473.1247880299,63437.9012468828
1999,"Shrewsbury","02710000",13113483,44680,293.5,170.425,43196.5741880593,73127.0750183365
1999,"Shutesbury","02720000",654079,42750,15.3,170.425,41330.6523397389,69968.2734340619
1999,"Silver Lake","07600000",9897018,47696,207.5,170.425,46112.4396256418,78063.3162505501
1999,"Somerset","02730000",10079319,49167,205,170.425,47534.6007856828,80470.8795305853
1999,"Somerville","02740000",21846616,37060,589.5,170.425,35829.5666832918,60655.5371571072
1999,"South Hadley","02780000",6615919,40588,163,170.425,39240.433150066,66429.7609857709
1999,"South Middlesex Regional Vocational Technical","08290000",4498698,55199,81.5,170.425,53366.3316608479,90343.3619950125
1999,"South Shore Regional Vocational Technical","08730000",2843517,49026,58,170.425,47398.2821428781,80240.1069796098
1999,"Southampton","02750000",1298326,34438,37.7,170.425,33294.6200064544,56364.1497198181
1999,"Southborough","02760000",3970044,44809,88.6,170.425,43321.2912442423,73338.2073522077
1999,"Southbridge","02770000",8661968,40401,214.4,170.425,39059.6417585448,66123.7009358956
1999,"Southeastern Regional Vocational Technical","08720000",4236308,44593,95,170.425,43112.4626850521,72984.6834443304
1999,"Southern Berkshire","07650000",3552040,46130,77,170.425,44598.4325715124,75500.2679184392
1999,"Southern Worcester County Regional Vocational Technical","08760000",4372580,46027,95,170.425,44498.852286343,75331.689388294
1999,"Southwick-Tolland-Granville Regional School District","07660000",5681951,42980,132.2,170.425,41553.0160833211,70344.7109285609
1999,"Spencer-E Brookfield","07670000",6861472,46868,146.4,170.425,45311.9301487458,76708.1412703535
1999,"Springfield","02810000",92892766,43622,2129.5,170.425,42173.700967581,71395.4625436409
1999,"Stoneham","02840000",8600964,46143,186.4,170.425,44611.0009570192,75521.5448203022
1999,"Stoughton","02850000",13143276,45972,285.9,170.425,44445.6783476603,75241.6717265659
1999,"Sturbridge","02870000",3073610,50140,61.3,170.425,48475.2961009241,82063.3738007921
1999,"Sudbury","02880000",7887081,45775,172.3,170.425,44255.2189672876,74919.2448291037
1999,"Sunderland","02890000",779518,39975,19.5,170.425,38647.7854334751,65426.473228693
1999,"Sutton","02900000",4096629,45518,90,170.425,44006.7516538067,74498.61684612
1999,"Swampscott","02910000",7569292,45029,168.1,170.425,43533.9869989732,73698.2779991198
1999,"Swansea","02920000",6738403,41544,162.2,170.425,40164.6928842599,67994.4316150799
1999,"Tantasqua","07700000",5994129,49827,120.3,170.425,48172.6880498753,81551.0914713217
1999,"Taunton","02930000",20916303,46563,449.2,170.425,45017.056488778,76208.9524189526
1999,"Tewksbury","02950000",11861508,46154,257,170.425,44621.6357447557,75539.5483526478
1999,"Tisbury","02960000",1516407,44082,34.4,170.425,42618.4284547455,72148.337532639
1999,"Topsfield","02980000",2078263,44124,47.1,170.425,42659.0340079214,72217.078292504
1999,"Tri County Regional Vocational Technical","08780000",4146614,49130,84.4,170.425,47498.8292269327,80410.3221945137
1999,"Triton","07730000",9723823,44790,217.1,170.425,43302.9220654247,73307.1103417926
1999,"Truro","03000000",577145,36761,15.7,170.425,35540.4938166349,60166.1684142585
1999,"Tyngsborough","03010000",5471800,42156,129.8,170.425,40756.3738019657,68996.0826873991
1999,"Up-Island Regional","07740000",1970388,47105,41.8,170.425,45541.061484524,77096.0355581634
